book_id,language,t_word,t_uword,t_sent,t_char,t_stopword,a_word_ps,a_char_pw,ttr,long_word_ratio,avg_vowels_pw,vowel_ratio,syllable_complexity,fre,gfi,t_punct,a_char_ps,t_n_ent,a_n_ent_pw,a_n_ent_ps,simp_adj_var,simp_adp_var,simp_adv_var,simp_aux_var,simp_cconj_var,simp_det_var,simp_intj_var,simp_noun_var,simp_num_var,simp_part_var,simp_pron_var,simp_propn_var,simp_punct_var,simp_sconj_var,simp_sym_var,simp_verb_var,simp_space_var,root_adj_var,root_adp_var,root_adv_var,root_aux_var,root_cconj_var,root_det_var,root_intj_var,root_noun_var,root_num_var,root_part_var,root_pron_var,root_propn_var,root_punct_var,root_sconj_var,root_sym_var,root_verb_var,root_space_var,corr_adj_var,corr_adp_var,corr_adv_var,corr_aux_var,corr_cconj_var,corr_det_var,corr_intj_var,corr_noun_var,corr_num_var,corr_part_var,corr_pron_var,corr_propn_var,corr_punct_var,corr_sconj_var,corr_sym_var,corr_verb_var,corr_space_var,simp_ttr,root_ttr,corr_ttr,bilog_ttr,uber_ttr,simp_ttr_no_lem,root_ttr_no_lem,corr_ttr_no_lem,bilog_ttr_no_lem,uber_ttr_no_lem,n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_adj_pw,a_adp_pw,a_adv_pw,a_aux_pw,a_cconj_pw,a_det_pw,a_intj_pw,a_noun_pw,a_num_pw,a_part_pw,a_pron_pw,a_propn_pw,a_punct_pw,a_sconj_pw,a_sym_pw,a_verb_pw,a_space_pw,a_adj_ps,a_adp_ps,a_adv_ps,a_aux_ps,a_cconj_ps,a_det_ps,a_intj_ps,a_noun_ps,a_num_ps,a_part_ps,a_pron_ps,a_propn_ps,a_punct_ps,a_sconj_ps,a_sym_ps,a_verb_ps,a_space_ps,fkre,fkgl,fogi,smog,cole,auto
2385,en,548,250,24,2410,287,22.833,4.398,0.456,,,,,,,58.0,100.417,39.0,0.071,1.625,0.966,0.194,0.85,0.24,0.118,0.088,0.0,0.667,0.5,0.167,0.309,0.419,0.052,0.462,0.0,0.859,0.111,5.199,1.524,3.801,1.2,0.485,0.728,0.0,6.633,1.414,0.707,2.292,2.335,0.394,1.664,0.0,7.918,0.471,3.677,1.078,2.688,0.849,0.343,0.514,0.0,4.69,1.0,0.5,1.621,1.651,0.279,1.177,0.0,5.599,0.333,0.456,10.679,7.552,0.876,38.846,0.456,10.679,7.552,0.876,38.846,29.0,62.0,20.0,25.0,17.0,68.0,0.0,99.0,8.0,18.0,55.0,31.0,58.0,13.0,0.0,85.0,18.0,28.0,12.0,17.0,6.0,2.0,6.0,0.0,66.0,4.0,3.0,17.0,13.0,3.0,6.0,0.0,73.0,2.0,0.053,0.113,0.036,0.046,0.031,0.124,0.0,0.181,0.015,0.033,0.1,0.057,0.106,0.024,0.0,0.155,0.033,1.208,2.583,0.833,1.042,0.708,2.833,0.0,4.125,0.333,0.75,2.292,1.292,2.417,0.542,0.0,3.542,0.75,73.895,8.625,13.148,4.04,8.763,10.7
2386,en,535,242,33,2425,259,16.212,4.533,0.452,,,,,,,51.0,73.485,55.0,0.103,1.667,0.885,0.298,0.667,0.207,0.095,0.129,1.0,0.704,1.0,0.107,0.241,0.466,0.078,0.471,0.0,0.707,0.333,4.511,2.042,3.464,1.114,0.436,0.718,1.0,6.333,2.236,0.567,1.769,4.371,0.56,1.94,0.0,6.12,0.577,3.19,1.444,2.449,0.788,0.309,0.508,0.707,4.478,1.581,0.401,1.251,3.09,0.396,1.372,0.0,4.327,0.408,0.452,10.463,7.398,0.874,37.977,0.452,10.463,7.398,0.874,37.977,26.0,47.0,27.0,29.0,21.0,31.0,1.0,81.0,5.0,28.0,54.0,88.0,51.0,17.0,0.0,75.0,3.0,23.0,14.0,18.0,6.0,2.0,4.0,1.0,57.0,5.0,3.0,13.0,41.0,4.0,8.0,0.0,53.0,1.0,0.049,0.088,0.05,0.054,0.039,0.058,0.002,0.151,0.009,0.052,0.101,0.164,0.095,0.032,0.0,0.14,0.006,0.788,1.424,0.818,0.879,0.636,0.939,0.03,2.455,0.152,0.848,1.636,2.667,1.545,0.515,0.0,2.273,0.091,71.307,7.341,12.167,3.586,9.027,8.025
2387,en,587,240,23,2391,315,25.522,4.073,0.409,,,,,,,49.0,103.957,35.0,0.06,1.522,0.9,0.284,0.8,0.194,0.105,0.143,0.333,0.763,0.0,0.167,0.211,0.424,0.061,0.35,0.0,0.636,0.059,2.846,2.441,3.578,1.078,0.459,0.926,0.577,7.514,0.0,0.816,1.835,3.447,0.429,1.565,0.0,5.97,0.243,2.012,1.726,2.53,0.762,0.324,0.655,0.408,5.313,0.0,0.577,1.298,2.437,0.303,1.107,0.0,4.221,0.171,0.409,9.906,7.005,0.86,33.584,0.409,9.906,7.005,0.86,33.584,10.0,74.0,20.0,31.0,19.0,42.0,3.0,97.0,0.0,24.0,76.0,66.0,49.0,20.0,0.0,88.0,17.0,9.0,21.0,16.0,6.0,2.0,6.0,1.0,74.0,0.0,4.0,16.0,28.0,3.0,7.0,0.0,56.0,1.0,0.017,0.126,0.034,0.053,0.032,0.072,0.005,0.165,0.0,0.041,0.129,0.112,0.083,0.034,0.0,0.15,0.029,0.435,3.217,0.87,1.348,0.826,1.826,0.13,4.217,0.0,1.043,3.304,2.87,2.13,0.87,0.0,3.826,0.739,75.433,9.078,13.343,3.767,6.991,10.516
2388,en,574,244,20,2414,273,28.7,4.206,0.425,,,,,,,44.0,120.7,46.0,0.08,2.3,0.926,0.298,0.857,0.3,0.087,0.102,0.0,0.727,1.0,0.143,0.271,0.345,0.068,0.5,0.0,0.659,0.105,4.811,2.252,3.928,1.342,0.417,0.714,0.0,6.822,1.0,0.655,2.083,3.216,0.452,1.871,0.0,6.183,0.459,3.402,1.592,2.777,0.949,0.295,0.505,0.0,4.824,0.707,0.463,1.473,2.274,0.32,1.323,0.0,4.372,0.324,0.425,10.184,7.201,0.865,35.325,0.425,10.184,7.201,0.865,35.325,27.0,57.0,21.0,20.0,23.0,49.0,0.0,88.0,1.0,21.0,59.0,87.0,44.0,14.0,0.0,88.0,19.0,25.0,17.0,18.0,6.0,2.0,5.0,0.0,64.0,1.0,3.0,16.0,30.0,3.0,7.0,0.0,58.0,2.0,0.047,0.099,0.037,0.035,0.04,0.085,0.0,0.153,0.002,0.037,0.103,0.152,0.077,0.024,0.0,0.153,0.033,1.35,2.85,1.05,1.0,1.15,2.45,0.0,4.4,0.05,1.05,2.95,4.35,2.2,0.7,0.0,4.4,0.95,78.808,9.397,14.337,4.04,7.897,12.728
2389,en,345,191,16,1828,142,21.562,5.299,0.554,,,,,,,28.0,114.25,41.0,0.119,2.562,0.875,0.295,1.0,0.3,0.273,0.147,0.0,0.754,0.5,0.154,0.727,0.55,0.071,0.429,0.0,0.935,0.125,4.287,1.96,2.828,0.949,0.905,0.857,0.0,6.078,1.0,0.555,2.412,4.26,0.378,1.134,0.0,6.34,0.354,3.031,1.386,2.0,0.671,0.64,0.606,0.0,4.298,0.707,0.392,1.706,3.012,0.267,0.802,0.0,4.483,0.25,0.554,10.283,7.271,0.899,46.656,0.554,10.283,7.271,0.899,46.656,24.0,44.0,8.0,10.0,11.0,34.0,0.0,65.0,4.0,13.0,11.0,60.0,28.0,7.0,0.0,46.0,8.0,21.0,13.0,8.0,3.0,3.0,5.0,0.0,49.0,2.0,2.0,8.0,33.0,2.0,3.0,0.0,43.0,1.0,0.07,0.128,0.023,0.029,0.032,0.099,0.0,0.188,0.012,0.038,0.032,0.174,0.081,0.02,0.0,0.133,0.023,1.5,2.75,0.5,0.625,0.688,2.125,0.0,4.062,0.25,0.812,0.688,3.75,1.75,0.438,0.0,2.875,0.5,45.175,12.315,16.625,7.822,13.983,14.307
2390,en,523,243,25,2415,251,20.92,4.618,0.465,,,,,,,75.0,96.6,80.0,0.153,3.2,0.864,0.2,0.857,0.188,0.045,0.105,0.0,0.744,0.909,0.2,0.267,0.546,0.04,0.833,0.0,0.699,0.5,4.051,1.844,3.207,0.75,0.213,0.795,0.0,6.567,3.015,0.632,1.461,5.381,0.346,2.041,0.0,5.969,0.707,2.864,1.304,2.268,0.53,0.151,0.562,0.0,4.644,2.132,0.447,1.033,3.805,0.245,1.443,0.0,4.221,0.5,0.465,10.626,7.513,0.878,39.365,0.465,10.626,7.513,0.878,39.365,22.0,85.0,14.0,16.0,22.0,57.0,0.0,78.0,11.0,10.0,30.0,97.0,75.0,6.0,0.0,73.0,2.0,19.0,17.0,12.0,3.0,1.0,6.0,0.0,58.0,10.0,2.0,8.0,53.0,3.0,5.0,0.0,51.0,1.0,0.042,0.163,0.027,0.031,0.042,0.109,0.0,0.149,0.021,0.019,0.057,0.185,0.143,0.011,0.0,0.14,0.004,0.88,3.4,0.56,0.64,0.88,2.28,0.0,3.12,0.44,0.4,1.2,3.88,3.0,0.24,0.0,2.92,0.08,68.973,8.836,12.804,4.57,9.937,10.779
2391,en,53,46,3,259,24,17.667,4.887,0.868,,,,,,,6.0,86.333,3.0,0.057,1.0,1.0,0.444,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.8,1.0,0.5,0.0,0.0,1.0,0.0,2.0,1.333,1.0,0.707,1.0,1.225,0.0,4.0,0.0,1.0,1.789,2.0,1.225,0.0,0.0,2.0,0.0,1.414,0.943,0.707,0.5,0.707,0.866,0.0,2.828,0.0,0.707,1.265,1.414,0.866,0.0,0.0,1.414,0.0,0.868,6.319,4.468,0.964,103.484,0.868,6.319,4.468,0.964,103.484,4.0,9.0,1.0,2.0,1.0,6.0,0.0,16.0,0.0,1.0,5.0,4.0,6.0,0.0,0.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,16.0,0.0,1.0,4.0,4.0,3.0,0.0,0.0,4.0,0.0,0.075,0.17,0.019,0.038,0.019,0.113,0.0,0.302,0.0,0.019,0.094,0.075,0.113,0.0,0.0,0.075,0.0,1.333,3.0,0.333,0.667,0.333,2.0,0.0,5.333,0.0,0.333,1.667,1.333,2.0,0.0,0.0,1.333,0.0,64.398,8.666,13.859,4.664,11.259,10.42
2392,en,516,226,21,2214,287,24.571,4.291,0.438,,,,,,,41.0,105.429,32.0,0.062,1.524,0.917,0.328,0.929,0.156,0.176,0.061,0.0,0.7,1.0,0.143,0.255,0.545,0.049,0.5,0.0,0.696,1.0,4.491,2.688,3.474,0.884,0.728,0.492,0.0,6.261,2.236,0.655,1.82,4.045,0.312,1.871,0.0,5.779,1.0,3.175,1.901,2.457,0.625,0.514,0.348,0.0,4.427,1.581,0.463,1.287,2.86,0.221,1.323,0.0,4.086,0.707,0.438,9.949,7.035,0.868,35.59,0.438,9.949,7.035,0.868,35.59,24.0,67.0,14.0,32.0,17.0,66.0,0.0,80.0,5.0,21.0,51.0,55.0,41.0,14.0,0.0,69.0,1.0,22.0,22.0,13.0,5.0,3.0,4.0,0.0,56.0,5.0,3.0,13.0,30.0,2.0,7.0,0.0,48.0,1.0,0.047,0.13,0.027,0.062,0.033,0.128,0.0,0.155,0.01,0.041,0.099,0.107,0.079,0.027,0.0,0.134,0.002,1.143,3.19,0.667,1.524,0.81,3.143,0.0,3.81,0.238,1.0,2.429,2.619,1.952,0.667,0.0,3.286,0.048,74.997,8.903,13.084,3.942,8.225,11.065
2393,en,369,190,15,1616,195,24.6,4.379,0.515,,,,,,,40.0,107.733,37.0,0.1,2.467,0.84,0.283,0.889,0.25,0.154,0.089,1.0,0.833,0.75,0.222,0.333,0.538,0.075,0.875,0.0,0.763,0.286,4.2,2.06,3.771,0.866,0.555,0.596,1.0,6.77,2.121,0.667,1.732,3.363,0.474,2.475,0.0,4.704,0.756,2.97,1.457,2.667,0.612,0.392,0.422,0.707,4.787,1.5,0.471,1.225,2.378,0.335,1.75,0.0,3.327,0.535,0.515,9.891,6.994,0.888,41.477,0.515,9.891,6.994,0.888,41.477,25.0,53.0,18.0,12.0,13.0,45.0,1.0,66.0,8.0,9.0,27.0,39.0,40.0,8.0,0.0,38.0,7.0,21.0,15.0,16.0,3.0,2.0,4.0,1.0,55.0,6.0,2.0,9.0,21.0,3.0,7.0,0.0,29.0,2.0,0.068,0.144,0.049,0.033,0.035,0.122,0.003,0.179,0.022,0.024,0.073,0.106,0.108,0.022,0.0,0.103,0.019,1.667,3.533,1.2,0.8,0.867,3.0,0.067,4.4,0.533,0.6,1.8,2.6,2.667,0.533,0.0,2.533,0.467,68.607,9.801,14.718,6.082,8.748,11.497
2394,en,476,227,22,2263,254,21.636,4.754,0.477,,,,,,,64.0,102.864,33.0,0.069,1.5,0.861,0.263,0.895,0.097,0.2,0.145,0.0,0.683,1.0,0.188,0.317,0.5,0.047,0.5,0.0,0.803,1.0,5.167,1.987,3.9,0.539,0.775,1.143,0.0,6.184,1.414,0.75,2.03,3.082,0.375,1.581,0.0,6.524,1.0,3.653,1.405,2.758,0.381,0.548,0.808,0.0,4.373,1.0,0.53,1.436,2.179,0.265,1.118,0.0,4.613,0.707,0.477,10.405,7.357,0.88,39.745,0.477,10.405,7.357,0.88,39.745,36.0,57.0,19.0,31.0,15.0,62.0,0.0,82.0,2.0,16.0,41.0,38.0,64.0,10.0,0.0,66.0,1.0,31.0,15.0,17.0,3.0,3.0,9.0,0.0,56.0,2.0,3.0,13.0,19.0,3.0,5.0,0.0,53.0,1.0,0.076,0.12,0.04,0.065,0.032,0.13,0.0,0.172,0.004,0.034,0.086,0.08,0.134,0.021,0.0,0.139,0.002,1.636,2.591,0.864,1.409,0.682,2.818,0.0,3.727,0.091,0.727,1.864,1.727,2.909,0.455,0.0,3.0,0.045,59.751,10.3,16.218,5.967,10.787,11.78
2395,en,525,250,27,2404,250,19.444,4.579,0.476,,,,,,,79.0,89.037,64.0,0.122,2.37,0.8,0.226,0.765,0.08,0.095,0.08,0.0,0.787,1.0,0.182,0.371,0.384,0.038,0.714,0.0,0.87,1.0,4.382,1.778,3.153,0.4,0.436,0.566,0.0,7.633,2.236,0.853,2.197,3.558,0.338,1.89,0.0,7.223,1.0,3.098,1.257,2.229,0.283,0.309,0.4,0.0,5.397,1.581,0.603,1.554,2.516,0.239,1.336,0.0,5.108,0.707,0.476,10.911,7.715,0.882,41.09,0.476,10.911,7.715,0.882,41.09,30.0,62.0,17.0,25.0,21.0,50.0,0.0,94.0,5.0,22.0,35.0,86.0,79.0,7.0,0.0,69.0,1.0,24.0,14.0,13.0,2.0,2.0,4.0,0.0,74.0,5.0,4.0,13.0,33.0,3.0,5.0,0.0,60.0,1.0,0.057,0.118,0.032,0.048,0.04,0.095,0.0,0.179,0.01,0.042,0.067,0.164,0.15,0.013,0.0,0.131,0.002,1.111,2.296,0.63,0.926,0.778,1.852,0.0,3.481,0.185,0.815,1.296,3.185,2.926,0.259,0.0,2.556,0.037,61.569,9.502,14.178,4.664,9.603,9.86
2396,en,540,231,24,2422,286,22.5,4.485,0.428,,,,,,,54.0,100.917,43.0,0.08,1.792,0.667,0.236,0.786,0.294,0.053,0.092,0.0,0.635,0.5,0.118,0.256,0.455,0.056,0.5,0.0,0.827,0.286,2.828,2.003,2.94,1.213,0.229,0.803,0.0,6.807,1.225,0.485,1.677,3.015,0.408,2.0,0.0,7.159,0.756,2.0,1.417,2.079,0.857,0.162,0.568,0.0,4.813,0.866,0.343,1.186,2.132,0.289,1.414,0.0,5.062,0.535,0.428,9.941,7.029,0.865,34.882,0.428,9.941,7.029,0.865,34.882,18.0,72.0,14.0,17.0,19.0,76.0,0.0,115.0,6.0,17.0,43.0,44.0,54.0,16.0,0.0,75.0,7.0,12.0,17.0,11.0,5.0,1.0,7.0,0.0,73.0,3.0,2.0,11.0,20.0,3.0,8.0,0.0,62.0,2.0,0.033,0.133,0.026,0.031,0.035,0.141,0.0,0.213,0.011,0.031,0.08,0.081,0.1,0.03,0.0,0.139,0.013,0.75,3.0,0.583,0.708,0.792,3.167,0.0,4.792,0.25,0.708,1.792,1.833,2.25,0.667,0.0,3.125,0.292,69.631,9.137,14.259,3.688,9.257,10.945
2397,en,53,43,2,286,23,26.5,5.396,0.811,,,,,,,5.0,143.0,9.0,0.17,4.5,1.0,0.833,1.0,0.667,0.5,0.333,0.0,1.0,0.0,1.0,0.333,0.75,0.4,1.0,0.0,1.0,0.0,1.732,2.041,1.414,1.155,0.707,0.577,0.0,2.236,0.0,1.414,0.577,3.0,0.894,1.0,0.0,2.646,0.0,1.225,1.443,1.0,0.816,0.5,0.408,0.0,1.581,0.0,1.0,0.408,2.121,0.632,0.707,0.0,1.871,0.0,0.811,5.907,4.177,0.947,67.657,0.811,5.907,4.177,0.947,67.657,3.0,6.0,2.0,3.0,2.0,3.0,0.0,5.0,0.0,2.0,3.0,16.0,5.0,1.0,0.0,7.0,0.0,3.0,5.0,2.0,2.0,1.0,1.0,0.0,5.0,0.0,2.0,1.0,12.0,2.0,1.0,0.0,7.0,0.0,0.057,0.113,0.038,0.057,0.038,0.057,0.0,0.094,0.0,0.038,0.057,0.302,0.094,0.019,0.0,0.132,0.0,1.5,3.0,1.0,1.5,1.0,1.5,0.0,2.5,0.0,1.0,1.5,8.0,2.5,0.5,0.0,3.5,0.0,37.873,14.56,21.166,5.713,14.813,17.236
2398,en,33,29,1,149,19,33.0,4.515,0.879,,,,,,,3.0,149.0,5.0,0.152,5.0,1.0,0.625,0.0,0.333,1.0,0.667,0.0,1.0,0.0,0.0,1.0,1.0,0.667,1.0,0.0,1.0,0.0,1.414,1.768,0.0,0.577,1.0,1.155,0.0,2.449,0.0,0.0,1.414,2.0,1.155,1.0,0.0,1.732,0.0,1.0,1.25,0.0,0.408,0.707,0.816,0.0,1.732,0.0,0.0,1.0,1.414,0.816,0.707,0.0,1.225,0.0,0.879,5.048,3.57,0.963,87.753,0.879,5.048,3.57,0.963,87.753,2.0,8.0,0.0,3.0,1.0,3.0,0.0,6.0,0.0,0.0,2.0,4.0,3.0,1.0,0.0,3.0,0.0,2.0,5.0,0.0,1.0,1.0,2.0,0.0,6.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,3.0,0.0,0.061,0.242,0.0,0.091,0.03,0.091,0.0,0.182,0.0,0.0,0.061,0.121,0.091,0.03,0.0,0.091,0.0,2.0,8.0,0.0,3.0,1.0,3.0,0.0,6.0,0.0,0.0,2.0,4.0,3.0,1.0,0.0,3.0,0.0,47.722,14.801,18.048,5.713,9.852,16.336
2399,en,83,61,3,428,37,27.667,5.157,0.735,,,,,,,10.0,142.667,7.0,0.084,2.333,0.9,0.462,1.0,1.0,1.0,0.154,0.0,0.889,1.0,0.5,1.0,0.818,0.3,0.0,0.0,1.0,0.0,2.846,1.664,1.414,1.0,1.0,0.555,0.0,3.771,1.414,1.0,1.414,2.714,0.949,0.0,0.0,2.646,0.0,2.012,1.177,1.0,0.707,0.707,0.392,0.0,2.667,1.0,0.707,1.0,1.919,0.671,0.0,0.0,1.871,0.0,0.735,6.696,4.735,0.93,54.874,0.735,6.696,4.735,0.93,54.874,10.0,13.0,2.0,1.0,1.0,13.0,0.0,18.0,2.0,4.0,2.0,11.0,10.0,0.0,0.0,7.0,0.0,9.0,6.0,2.0,1.0,1.0,2.0,0.0,16.0,2.0,2.0,2.0,9.0,3.0,0.0,0.0,7.0,0.0,0.12,0.157,0.024,0.012,0.012,0.157,0.0,0.217,0.024,0.048,0.024,0.133,0.12,0.0,0.0,0.084,0.0,3.333,4.333,0.667,0.333,0.333,4.333,0.0,6.0,0.667,1.333,0.667,3.667,3.333,0.0,0.0,2.333,0.0,44.209,13.966,17.814,8.079,13.451,16.691
2400,en,561,235,24,2408,297,23.375,4.292,0.419,,,,,,,58.0,100.333,68.0,0.121,2.833,1.0,0.262,1.0,0.129,0.071,0.103,0.0,0.797,1.0,0.111,0.159,0.404,0.052,0.478,0.0,0.738,0.167,4.243,2.109,3.464,0.718,0.378,0.641,0.0,6.859,1.414,0.577,1.26,3.816,0.394,2.294,0.0,6.765,0.408,3.0,1.491,2.449,0.508,0.267,0.453,0.0,4.85,1.0,0.408,0.891,2.698,0.279,1.622,0.0,4.783,0.289,0.419,9.922,7.016,0.863,34.256,0.419,9.922,7.016,0.863,34.256,18.0,65.0,12.0,31.0,28.0,39.0,0.0,74.0,2.0,27.0,63.0,89.0,58.0,23.0,0.0,84.0,6.0,18.0,17.0,12.0,4.0,2.0,4.0,0.0,59.0,2.0,3.0,10.0,36.0,3.0,11.0,0.0,62.0,1.0,0.032,0.116,0.021,0.055,0.05,0.07,0.0,0.132,0.004,0.048,0.112,0.159,0.103,0.041,0.0,0.15,0.011,0.75,2.708,0.5,1.292,1.167,1.625,0.0,3.083,0.083,1.125,2.625,3.708,2.417,0.958,0.0,3.5,0.25,75.135,8.586,14.341,4.04,8.173,10.474
2401,en,159,101,6,684,81,26.5,4.302,0.635,,,,,,,14.0,114.0,9.0,0.057,1.5,0.9,0.632,1.0,0.125,0.75,0.222,0.0,0.852,0.0,0.167,0.533,0.667,0.143,1.0,0.0,0.792,0.25,2.846,2.753,2.236,0.354,1.5,0.943,0.0,4.426,0.0,0.408,2.066,2.582,0.535,2.0,0.0,3.878,0.5,2.012,1.947,1.581,0.25,1.061,0.667,0.0,3.13,0.0,0.289,1.461,1.826,0.378,1.414,0.0,2.742,0.354,0.635,8.01,5.664,0.91,46.937,0.635,8.01,5.664,0.91,46.937,10.0,19.0,5.0,8.0,4.0,18.0,0.0,27.0,0.0,6.0,15.0,15.0,14.0,4.0,0.0,24.0,4.0,9.0,12.0,5.0,1.0,3.0,4.0,0.0,23.0,0.0,1.0,8.0,10.0,2.0,4.0,0.0,19.0,1.0,0.063,0.119,0.031,0.05,0.025,0.113,0.0,0.17,0.0,0.038,0.094,0.094,0.088,0.025,0.0,0.151,0.025,1.667,3.167,0.833,1.333,0.667,3.0,0.0,4.5,0.0,1.0,2.5,2.5,2.333,0.667,0.0,4.0,0.667,70.862,9.959,14.374,3.298,8.378,12.082
2402,en,43,40,3,186,21,14.333,4.326,0.93,,,,,,,4.0,62.0,4.0,0.093,1.333,1.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.6,1.0,0.75,0.0,0.0,1.0,0.0,1.414,2.236,1.732,0.0,0.707,1.0,0.0,2.828,0.0,1.414,1.342,2.646,1.5,0.0,0.0,2.236,0.0,1.0,1.581,1.225,0.0,0.5,0.707,0.0,2.0,0.0,1.0,0.949,1.871,1.061,0.0,0.0,1.581,0.0,0.93,6.1,4.313,0.981,188.16,0.93,6.1,4.313,0.981,188.16,2.0,5.0,3.0,0.0,2.0,4.0,0.0,8.0,0.0,2.0,5.0,7.0,4.0,0.0,0.0,5.0,0.0,2.0,5.0,3.0,0.0,1.0,2.0,0.0,8.0,0.0,2.0,3.0,7.0,3.0,0.0,0.0,5.0,0.0,0.047,0.116,0.07,0.0,0.047,0.093,0.0,0.186,0.0,0.047,0.116,0.163,0.093,0.0,0.0,0.116,0.0,0.667,1.667,1.0,0.0,0.667,1.333,0.0,2.667,0.0,0.667,1.667,2.333,1.333,0.0,0.0,1.667,0.0,89.98,4.27,7.594,0.0,7.569,6.11
2403,en,113,79,3,486,48,37.667,4.301,0.699,,,,,,,15.0,162.0,14.0,0.124,4.667,0.75,0.462,1.0,1.0,0.167,0.154,0.0,0.867,0.0,0.0,0.75,0.897,0.2,0.0,0.0,1.0,0.167,2.121,1.664,2.0,1.0,0.408,0.555,0.0,3.357,0.0,0.0,2.121,4.828,0.775,0.0,0.0,3.162,0.408,1.5,1.177,1.414,0.707,0.289,0.392,0.0,2.373,0.0,0.0,1.5,3.414,0.548,0.0,0.0,2.236,0.289,0.699,7.432,5.255,0.924,53.339,0.699,7.432,5.255,0.924,53.339,8.0,13.0,4.0,1.0,6.0,13.0,0.0,15.0,0.0,0.0,8.0,29.0,15.0,0.0,0.0,10.0,6.0,6.0,6.0,4.0,1.0,1.0,2.0,0.0,13.0,0.0,0.0,6.0,26.0,3.0,0.0,0.0,10.0,1.0,0.071,0.115,0.035,0.009,0.053,0.115,0.0,0.133,0.0,0.0,0.071,0.257,0.133,0.0,0.0,0.088,0.053,2.667,4.333,1.333,0.333,2.0,4.333,0.0,5.0,0.0,0.0,2.667,9.667,5.0,0.0,0.0,3.333,2.0,67.533,13.197,20.022,3.298,8.703,17.661
2404,en,116,86,4,560,53,29.0,4.828,0.741,,,,,,,12.0,140.0,17.0,0.147,4.25,0.733,0.5,1.0,0.75,0.5,0.3,0.0,0.957,1.0,0.6,0.7,0.769,0.25,1.0,0.0,1.0,0.0,2.84,2.121,1.0,1.5,0.707,0.949,0.0,4.587,1.0,1.342,2.214,2.774,0.866,1.414,0.0,3.464,0.0,2.008,1.5,0.707,1.061,0.5,0.671,0.0,3.244,0.707,0.949,1.565,1.961,0.612,1.0,0.0,2.449,0.0,0.741,7.985,5.646,0.937,66.305,0.741,7.985,5.646,0.937,66.305,15.0,18.0,1.0,4.0,2.0,10.0,0.0,23.0,1.0,5.0,10.0,13.0,12.0,2.0,0.0,12.0,0.0,11.0,9.0,1.0,3.0,1.0,3.0,0.0,22.0,1.0,3.0,7.0,10.0,3.0,2.0,0.0,12.0,0.0,0.129,0.155,0.009,0.034,0.017,0.086,0.0,0.198,0.009,0.043,0.086,0.112,0.103,0.017,0.0,0.103,0.0,3.75,4.5,0.25,1.0,0.5,2.5,0.0,5.75,0.25,1.25,2.5,3.25,3.0,0.5,0.0,3.0,0.0,50.5,13.42,16.772,4.947,11.566,15.808
2405,en,255,138,10,1193,115,25.5,4.678,0.541,,,,,,,35.0,119.3,27.0,0.106,2.7,1.0,0.375,0.75,0.25,0.25,0.171,0.0,0.585,0.84,0.0,0.833,0.7,0.086,0.667,0.333,0.808,0.143,2.828,2.121,1.5,1.0,0.707,1.014,0.0,4.713,4.2,0.0,2.041,3.13,0.507,1.155,0.577,4.118,0.378,2.0,1.5,1.061,0.707,0.5,0.717,0.0,3.333,2.97,0.0,1.443,2.214,0.359,0.816,0.408,2.912,0.267,0.541,8.642,6.111,0.889,39.54,0.541,8.642,6.111,0.889,39.54,8.0,32.0,4.0,16.0,8.0,35.0,0.0,65.0,25.0,0.0,6.0,20.0,35.0,3.0,3.0,26.0,7.0,8.0,12.0,3.0,4.0,2.0,6.0,0.0,38.0,21.0,0.0,5.0,14.0,3.0,2.0,1.0,21.0,1.0,0.031,0.125,0.016,0.063,0.031,0.137,0.0,0.255,0.098,0.0,0.024,0.078,0.137,0.012,0.012,0.102,0.027,0.8,3.2,0.4,1.6,0.8,3.5,0.0,6.5,2.5,0.0,0.6,2.0,3.5,0.3,0.3,2.6,0.7,65.498,10.459,17.259,4.78,10.548,13.355
